name,price,description,image,category_id
"Máy đọc sách New Kindle 2024, 16Gb Mới nguyên Seal - Hàng chính hãng",3990000,,https://salt.tikicdn.com/cache/280x280/ts/product/81/97/07/ef850ab65d627136e37df90097857451.jpg,1789
"Combo Máy đọc sách Amazon Kindle Paperwhite 6 (Gen 12th) Kèm Bao Da, Mới nguyên Seal - Hàng chính hãng",4890000,,https://salt.tikicdn.com/cache/280x280/ts/product/01/be/79/15314677596e5076541f60fc98999dbe.jpg,1789
"Máy đọc sách Amazon Kindle Paperwhite 6 (Gen 12th), Mới nguyên Seal - Hàng chính hãng",4890000,,https://salt.tikicdn.com/cache/280x280/ts/product/59/e7/74/68080c04130bb376a971ea54196b6f60.jpg,1789
Điện thoại Masstel izi 16 4G - Hàng chính hãng,609000,,https://salt.tikicdn.com/cache/280x280/ts/product/20/10/20/0590c71068184207b66d1a0e6cd6e0af.jpg,1789
Điện Thoại Nokia 220 4G - Hàng Chính Hãng,1039000,,https://salt.tikicdn.com/cache/280x280/ts/product/c2/86/5c/a027350956eb8d6ea6adc459ab55a6d8.jpg,1789
Máy tính bảng Samsung Galaxy Tab A9+ 5G - Hàng chính hãng,7440000,,https://salt.tikicdn.com/cache/280x280/ts/product/bc/8a/67/cb76bcc917433f61c1f461a4bc9af7fe.jpg,1789
Điện thoại Xiaomi Redmi Note 10 JE 5G 4GB/64GB - Màn 90HZ - Chống Nước IP68 - Hàng Nhập Khẩu - Bản quốc tế,3990000,,https://salt.tikicdn.com/cache/280x280/ts/product/d4/e9/12/02af66cd50c05398bb27285f43905e85.jpg,1789
Combo Máy đọc sách All New Kindle Paperwhite 5 (11th Gen) và Bao da - Hàng nhập khẩu,3980000,,https://salt.tikicdn.com/cache/280x280/ts/product/49/a2/d4/83480282bdbfdf80ce2cfd66ce99ee23.jpg,1789
Điện Thoại Bàn Panasonic KX-TSC11 - Hàng Chính Hãng - Trắng,620000,,https://salt.tikicdn.com/cache/280x280/ts/product/84/dd/92/991b033392f01d334d1ce248d69e1daa.jpg,1789
Combo máy đọc sách Kindle Paperwhite 5 (11th gen) tặng kèm bao da ( Cover ) - Hàng nhập khẩu,3590000,,https://salt.tikicdn.com/cache/280x280/ts/product/05/49/8f/e093321a9f3ed55fe77e8c83bfca8c55.jpg,1789
Apple iPhone 13,12250000,,https://salt.tikicdn.com/cache/280x280/ts/product/dd/2b/a6/fefd132c5ba9b5629c0119f57549e5d4.png,1789
Điện thoại bàn Panasonix KX-TGD312 hàng chính hãng,1850000,,https://salt.tikicdn.com/cache/280x280/ts/product/a9/d3/c3/e0db04f1b762462ca82d6f0aac15909d.jpg,1789
Pin Sạc Dự Phòng Energizer 10.000mAh QC 3.0 UE10015CQ (Màu Ngẫu nhiên),50000,,https://salt.tikicdn.com/cache/280x280/ts/product/ca/1d/a8/32dabe3bec14fdce3c3facfe66f8fade.jpg,1789
Điện thoại Tecno SPARK 30 5G ( 6GB/128GB) - Hàng Chính Hãng,3090000,,https://salt.tikicdn.com/cache/280x280/ts/product/77/58/df/51b28e532dc65df27799d26b7782f9f5.jpg,1789
Điện thoại Realme C75X (8GB/128GB) - Hàng Chính Hãng,3850000,,https://salt.tikicdn.com/cache/280x280/ts/product/5f/a4/52/6fe821478fe50cbf3a274ef792e916b6.jpg,1789
Điện Thoại Xiaomi POCO M6 8GB/256GB - Hàng Chính Hãng,3899000,,https://salt.tikicdn.com/cache/280x280/ts/product/e1/12/40/c5f9ef5d77464986292ef6be77f1ee27.jpg,1789
Điện thoại Oppo A6 Pro (8GB/256GB) - Hàng chính hãng,8240000,,https://salt.tikicdn.com/cache/280x280/ts/product/f6/c1/73/38e2438bf79ce17d9e5c544addd3a73a.jpg,1789
Máy tính bảng Samsung Galaxy Tab A11 Wifi (4GB/64GB) - Hàng chính hãng,3960000,,https://salt.tikicdn.com/cache/280x280/ts/product/62/45/d7/36e8a1e25d3f3e6e429b4f53c1537dce.jpg,1789
Điện thoại Xiaomi Redmi 13x (6GB/128GB) - Hàng chính hãng,4260000,,https://salt.tikicdn.com/cache/280x280/ts/product/66/db/8b/7dd11b58e0ada60fd8feb663b6bf84d0.jpg,1789
Điện thoại Samsung Galaxy A07 LTE (4GB/64GB) - Hàng chính hãng,3060000,,https://salt.tikicdn.com/cache/280x280/ts/product/22/0e/67/f826df11d04c141585132264132384fd.jpg,1789
Điện thoại Samsung Galaxy A17 5G (8GB/128GB) - Hàng chính hãng,5549000,,https://salt.tikicdn.com/cache/280x280/ts/product/93/3f/52/65f793de74a6795090da5f7fc9517023.jpg,1789
Điện thoại Samsung Galaxy A07 LTE (4GB/128GB) - Hàng chính hãng,2969000,,https://salt.tikicdn.com/cache/280x280/ts/product/22/0e/67/135204b4e3d327bd7fb0489515206d84.jpg,1789
Điện thoại Xiaomi Redmi 15 (8GB/128GB) - Hàng chính hãng,4519000,,https://salt.tikicdn.com/cache/280x280/ts/product/ec/39/84/f8e5c18f1f7ff5eac995acba2422ea9b.jpg,1789
Điện thoại Xiaomi Redmi 15 (6GB/128GB) - Hàng chính hãng,4760000,,https://salt.tikicdn.com/cache/280x280/ts/product/1d/ec/4c/390032402f5ff72b961f3edf59d90def.jpg,1789
Điện thoại Oppo A3 (8GB/128GB) - Hàng chính hãng,4509000,,https://salt.tikicdn.com/cache/280x280/ts/product/0b/43/7a/5391a3e87cbfb259e80da153964827fd.jpg,1789
Ốp lưng Samsung Silicone Galaxy Z Fold7 - Hàng chính hãng,1190000,,https://salt.tikicdn.com/cache/280x280/ts/product/a9/31/a6/1b5c7c1cdf0b532301de7c033204e4ca.jpg,1789
Điện Thoại Realme C75x 6GB/128GB - Hàng Chính Hãng,4690000,,https://salt.tikicdn.com/cache/280x280/ts/product/84/c0/46/88c40a491eccd75e6df3afa5176d149a.jpg,1789
Điện thoại Xiaomi Redmi A5 (3GB/64GB) - Hàng chính hãng,2489000,,https://salt.tikicdn.com/cache/280x280/ts/product/31/be/c1/72b0d8a54972f88b9c08904bb1a06186.jpg,1789
Điện Thoại Xiaomi Redmi Note 14 5G 8GB/256GB - Hàng Chính Hãng,5909000,,https://salt.tikicdn.com/cache/280x280/ts/product/f2/d2/e1/f25544e006966abf0f3800a2c0b1e18b.jpg,1789
Điện thoại Oppo A3 (8GB/256GB) - Hàng chính hãng,6440000,,https://salt.tikicdn.com/cache/280x280/ts/product/66/52/19/2b2cdbad166465a94ab4ca822db9aef8.jpg,1789
[MỚI] Điện thoại vivo V50 Lite (12GB/256GB) - Hàng chính hãng - Bảo hành 12 tháng - 1 Đổi 1 trong tháng đầu tiên,10990000,,https://salt.tikicdn.com/cache/280x280/ts/product/45/87/eb/a7daed29f2a778bd141f04d6b1ec46b3.jpg,1789
Điện thoại Smartphone Vivo Y19s siêu bền - RAM 4GB ROM 128GB - Màu đen và xanh - 5500mAh - Hàng chính hãng,3050000,,https://salt.tikicdn.com/cache/280x280/ts/product/43/2c/ac/16c0f54cb6034936f9dcd799344bcb5a.jpg,1789
Điện thoại Samsung Galaxy A56 5G (8GB/128GB) - Hàng chính hãng,8149000,,https://salt.tikicdn.com/cache/280x280/ts/product/f0/b5/3a/acded00be6f7204ec6f7ed2bd0a0d0c9.jpg,1789
Điện thoại Samsung Galaxy A36 5G (8GB/128GB) - Hàng chính hãng,8240000,,https://salt.tikicdn.com/cache/280x280/ts/product/02/52/15/e45e133fe9a563b67cb15e0c2c3e81dc.jpg,1789
Điện thoại Xiaomi Redmi Note 14 (6GB/128GB) - Hàng chính hãng,4960000,,https://salt.tikicdn.com/cache/280x280/ts/product/2a/9b/c5/5ad0420f493daac7668fe29440bd0d26.jpg,1789
"Điện thoại Xiaomi Redmi Note 9T 4GB/128GB 5G Dimensity 800U 5G, Có NFC , Rom tiếng việt - Hàng nhập khẩu Nhật",1959000,,https://salt.tikicdn.com/cache/280x280/ts/product/29/e8/0d/04633f5eae965697ab346f445a26e07c.jpg,1789
"Điện thoại Xiaomi Redmi A3 (4GB/128GB) Màn hình 6.71inch,pin 5000mAh - Hàng chính hãng",2690000,,https://salt.tikicdn.com/cache/280x280/ts/product/b9/93/94/38d38f6ad31d05094e90e48f97bf454c.jpg,1789
Điện Thoại Oppo Reno13 F 8GB/256GB - Hàng Chính Hãng,8990000,,https://salt.tikicdn.com/cache/280x280/ts/product/da/ec/79/f31335449810145467d96a53a1007369.jpg,1789
Máy đọc sách Kindle Scribe 2024 Kèm bút Premium - Hàng chính hãng,12190000,,https://salt.tikicdn.com/cache/280x280/ts/product/1a/8d/9a/54af0264658dcec523b1a4e3a97f1971.jpg,1789
